OrderID,CustomerID,Product,Category,Quantity,UnitPrice,Sales,Profit,OrderDate
57,37,Mamaearth Face Wash,Skincare,5,474,2370,532.82,2018-08-04
58,60,Plum Serum,Skincare,2,626,1252,373.88,2017-11-08
59,180,Mamaearth Face Wash,Skincare,3,493,1479,327.95,2018-10-19
60,118,Plum Serum,Skincare,3,977,2931,527.58,2021-07-23
61,240,LOreal Shampoo,Haircare,5,1010,5050,1456.77,2017-11-30
62,251,LOreal Shampoo,Haircare,2,630,1260,146.74,2019-04-11
63,1,LOreal Shampoo,Haircare,1,1294,1294,287.8,2019-11-18
64,247,Himalaya Face Pack,Skincare,2,534,1068,170.9,2022-10-02
65,113,Nykaa Nail Polish,Makeup,3,1248,3744,1125.59,2017-07-05
66,8,Himalaya Face Pack,Skincare,4,802,3208,952.02,2022-06-29
67,157,Himalaya Face Pack,Skincare,4,556,2224,382.64,2018-03-03
68,299,Colorbar Eyeliner,Makeup,4,636,2544,364.35,2019-05-16
69,172,Maybelline Mascara,Makeup,5,1309,6545,1544.2,2020-11-30
70,19,Nykaa Nail Polish,Makeup,1,1424,1424,391.78,2020-12-28
71,297,Lakme Lipstick,Makeup,3,1122,3366,702.59,2021-06-18
72,277,Nykaa Nail Polish,Makeup,2,850,1700,580.42,2019-09-29
73,108,Biotique Cream,Skincare,3,425,1275,376.19,2017-02-04
74,99,Lakme Lipstick,Makeup,4,301,1204,236.82,2022-10-04
75,128,Biotique Cream,Skincare,5,479,2395,534.16,2018-11-14
76,140,Himalaya Face Pack,Skincare,3,1354,4062,423.88,2018-02-20
77,20,Maybelline Mascara,Makeup,3,1406,4218,585.47,2019-12-09
78,17,Lakme Lipstick,Makeup,1,1308,1308,281.89,2018-11-25
79,291,Maybelline Mascara,Makeup,3,1026,3078,500.33,2018-04-30
80,288,Plum Serum,Skincare,4,487,1948,451.01,2020-12-04
81,190,Lakme Lipstick,Makeup,1,1312,1312,439.39,2020-10-25
82,179,Minimalist Sunscreen,Skincare,3,1024,3072,409.26,2019-07-07
83,231,Biotique Cream,Skincare,3,1137,3411,1119.71,2020-09-20
84,91,Lakme Lipstick,Makeup,4,859,3436,494.76,2019-10-28
85,128,Lakme Lipstick,Makeup,4,583,2332,397.72,2019-11-14
86,47,Lakme Lipstick,Makeup,1,409,409,142.04,2022-11-13
87,120,Plum Serum,Skincare,3,920,2760,591.11,2017-11-05
88,84,Nykaa Nail Polish,Makeup,5,679,3395,343.0,2018-07-30
89,75,Colorbar Eyeliner,Makeup,1,1096,1096,140.65,2017-02-08
90,239,Colorbar Eyeliner,Makeup,3,808,2424,725.42,2022-08-23
91,270,Colorbar Eyeliner,Makeup,4,462,1848,460.53,2019-11-01
92,45,Plum Serum,Skincare,3,1279,3837,972.72,2017-12-06
93,78,LOreal Shampoo,Haircare,5,774,3870,1142.93,2017-04-10
94,268,Maybelline Mascara,Makeup,5,773,3865,755.05,2019-11-25
95,233,Maybelline Mascara,Makeup,2,1243,2486,552.93,2017-01-07
96,249,Mamaearth Face Wash,Skincare,2,349,698,137.93,2018-09-26
97,72,Maybelline Mascara,Makeup,2,344,688,233.91,2018-04-05
98,198,Biotique Cream,Skincare,3,437,1311,303.51,2019-04-15
99,261,Mamaearth Face Wash,Skincare,1,254,254,35.69,2022-07-24
100,214,Maybelline Mascara,Makeup,3,852,2556,745.41,2018-04-26
101,141,Minimalist Sunscreen,Skincare,3,679,2037,208.7,2021-09-30
102,144,Maybelline Mascara,Makeup,1,928,928,101.41,2017-01-09
103,112,LOreal Shampoo,Haircare,5,466,2330,707.44,2022-12-10
104,145,LOreal Shampoo,Haircare,3,269,807,227.56,2021-02-01
105,277,Maybelline Mascara,Makeup,3,1341,4023,933.06,2017-06-09
106,38,Himalaya Face Pack,Skincare,3,539,1617,416.45,2019-06-18
107,34,Colorbar Eyeliner,Makeup,4,844,3376,1085.69,2022-12-07
108,280,Biotique Cream,Skincare,3,338,1014,223.76,2020-01-28
109,3,Maybelline Mascara,Makeup,1,869,869,226.24,2022-04-11
110,72,Plum Serum,Skincare,2,1313,2626,673.25,2022-11-29
111,183,Biotique Cream,Skincare,5,964,4820,1686.2,2018-06-04
112,86,Maybelline Mascara,Makeup,2,1462,2924,805.31,2017-05-11
113,86,Lakme Lipstick,Makeup,2,1176,2352,499.0,2020-11-19
114,202,Maybelline Mascara,Makeup,1,1373,1373,171.47,2020-07-13
115,104,Maybelline Mascara,Makeup,4,1435,5740,1528.62,2019-05-20
116,39,LOreal Shampoo,Haircare,4,984,3936,554.44,2020-07-16
117,56,LOreal Shampoo,Haircare,5,248,1240,197.45,2022-12-03
118,13,Mamaearth Face Wash,Skincare,3,474,1422,371.72,2020-04-21
119,143,Biotique Cream,Skincare,3,359,1077,276.23,2022-10-19
120,168,Nykaa Nail Polish,Makeup,1,1463,1463,416.34,2019-11-09
121,13,Nykaa Nail Polish,Makeup,2,1490,2980,455.72,2021-04-08
122,9,LOreal Shampoo,Haircare,4,795,3180,911.79,2021-06-08
123,188,Maybelline Mascara,Makeup,5,392,1960,408.32,2020-04-29
124,47,Minimalist Sunscreen,Skincare,4,1369,5476,551.61,2018-08-12
125,194,LOreal Shampoo,Haircare,5,901,4505,1168.53,2020-03-26
126,97,Mamaearth Face Wash,Skincare,5,509,2545,335.68,2021-01-24
127,299,Plum Serum,Skincare,1,1386,1386,234.45,2019-02-01
128,34,Plum Serum,Skincare,5,955,4775,955.4,2017-09-17
129,269,Maybelline Mascara,Makeup,2,825,1650,224.68,2022-08-30
130,204,Biotique Cream,Skincare,4,971,3884,540.21,2020-11-14
131,155,Plum Serum,Skincare,4,455,1820,256.07,2022-05-24
132,36,Plum Serum,Skincare,4,1477,5908,856.37,2019-05-14
133,282,Nykaa Nail Polish,Makeup,3,255,765,212.8,2019-05-12
134,3,Lakme Lipstick,Makeup,5,1358,6790,1478.85,2018-09-18
135,274,LOreal Shampoo,Haircare,4,468,1872,325.25,2020-08-13
136,142,Plum Serum,Skincare,3,600,1800,608.99,2020-05-25
137,145,Plum Serum,Skincare,2,1406,2812,728.12,2019-05-17
138,188,Plum Serum,Skincare,1,203,203,26.91,2017-10-29
139,286,LOreal Shampoo,Haircare,1,1392,1392,447.46,2022-11-07
140,231,LOreal Shampoo,Haircare,4,646,2584,471.83,2021-07-25
141,176,Plum Serum,Skincare,2,832,1664,311.02,2020-08-08
142,20,Colorbar Eyeliner,Makeup,5,1478,7390,2542.56,2017-10-25
143,48,Himalaya Face Pack,Skincare,4,1499,5996,1854.43,2022-12-13
144,113,Lakme Lipstick,Makeup,3,1137,3411,401.14,2019-01-26
145,258,Nykaa Nail Polish,Makeup,5,1487,7435,1475.75,2019-08-16
146,147,Lakme Lipstick,Makeup,1,566,566,130.87,2019-03-08
147,127,Mamaearth Face Wash,Skincare,4,941,3764,626.69,2021-03-06
148,44,Colorbar Eyeliner,Makeup,3,974,2922,712.88,2017-07-17
149,72,Maybelline Mascara,Makeup,1,486,486,72.6,2017-07-17
150,227,Lakme Lipstick,Makeup,4,794,3176,750.06,2022-01-20
151,232,Biotique Cream,Skincare,1,1073,1073,287.6,2018-12-03
152,171,Maybelline Mascara,Makeup,3,1235,3705,1197.94,2018-06-07
153,133,Himalaya Face Pack,Skincare,3,1487,4461,525.48,2018-12-19
154,191,Biotique Cream,Skincare,3,1142,3426,399.33,2022-07-18
155,252,Lakme Lipstick,Makeup,4,1082,4328,695.33,2020-07-04
156,191,Colorbar Eyeliner,Makeup,2,272,544,55.75,2020-02-18
157,61,Biotique Cream,Skincare,1,551,551,177.86,2021-06-26
158,280,Minimalist Sunscreen,Skincare,5,253,1265,205.94,2020-02-26
159,35,Biotique Cream,Skincare,4,238,952,124.17,2017-12-11
160,232,Minimalist Sunscreen,Skincare,1,595,595,117.64,2018-01-30
161,89,Maybelline Mascara,Makeup,1,1460,1460,506.6,2021-08-29
162,238,Himalaya Face Pack,Skincare,5,1270,6350,1275.04,2020-04-03
163,49,Colorbar Eyeliner,Makeup,1,567,567,146.21,2020-02-28
164,283,Minimalist Sunscreen,Skincare,1,565,565,196.35,2017-02-12
165,172,Plum Serum,Skincare,2,644,1288,362.45,2017-12-21
166,246,Colorbar Eyeliner,Makeup,2,598,1196,131.01,2020-06-03
167,281,Mamaearth Face Wash,Skincare,2,1055,2110,454.82,2022-11-14
168,197,Colorbar Eyeliner,Makeup,5,1477,7385,2582.78,2020-04-14
169,264,Lakme Lipstick,Makeup,4,983,3932,1284.13,2018-03-09
170,272,Himalaya Face Pack,Skincare,3,869,2607,660.12,2021-10-13
171,163,Biotique Cream,Skincare,5,1191,5955,1111.13,2021-11-01
172,136,Lakme Lipstick,Makeup,5,1341,6705,1342.0,2019-03-16
173,36,Nykaa Nail Polish,Makeup,3,594,1782,481.02,2019-01-01
174,199,Minimalist Sunscreen,Skincare,5,336,1680,254.63,2018-07-12
175,190,Mamaearth Face Wash,Skincare,4,1030,4120,1427.27,2020-09-29
176,151,Nykaa Nail Polish,Makeup,5,1171,5855,1314.87,2022-01-02
177,172,Himalaya Face Pack,Skincare,4,989,3956,489.98,2018-07-08
178,16,Maybelline Mascara,Makeup,1,1382,1382,372.99,2019-03-12
179,274,Colorbar Eyeliner,Makeup,3,1128,3384,502.17,2018-01-21
180,31,Plum Serum,Skincare,2,611,1222,252.79,2018-08-10
181,155,Biotique Cream,Skincare,2,1235,2470,287.16,2018-09-08
182,64,LOreal Shampoo,Haircare,4,761,3044,392.45,2019-04-11
183,6,LOreal Shampoo,Haircare,3,931,2793,962.06,2020-06-22
184,135,Nykaa Nail Polish,Makeup,2,456,912,158.21,2018-12-24
185,56,Lakme Lipstick,Makeup,5,925,4625,1061.6,2018-04-27
186,218,Biotique Cream,Skincare,4,519,2076,318.39,2018-12-29
187,114,Minimalist Sunscreen,Skincare,3,326,978,120.76,2017-02-14
188,34,LOreal Shampoo,Haircare,2,1153,2306,248.66,2022-07-15
189,114,Minimalist Sunscreen,Skincare,4,366,1464,405.56,2018-01-26
190,177,Himalaya Face Pack,Skincare,3,1335,4005,915.98,2019-04-22
191,146,Nykaa Nail Polish,Makeup,3,1021,3063,315.67,2018-06-08
192,195,Lakme Lipstick,Makeup,5,913,4565,1301.74,2017-08-21
193,134,LOreal Shampoo,Haircare,5,758,3790,521.57,2021-04-10
194,220,Plum Serum,Skincare,3,456,1368,314.45,2019-11-27
195,285,LOreal Shampoo,Haircare,5,1162,5810,2021.59,2020-02-03
196,146,Maybelline Mascara,Makeup,5,697,3485,901.76,2020-04-05
197,25,Himalaya Face Pack,Skincare,3,1057,3171,335.38,2020-01-26
198,236,Nykaa Nail Polish,Makeup,3,948,2844,981.27,2020-07-28
199,71,Lakme Lipstick,Makeup,5,669,3345,581.77,2017-07-27
200,83,Nykaa Nail Polish,Makeup,4,766,3064,966.51,2018-05-21
201,106,Maybelline Mascara,Makeup,4,646,2584,774.45,2020-12-25
202,228,Himalaya Face Pack,Skincare,5,1017,5085,538.88,2018-04-25
203,284,Maybelline Mascara,Makeup,2,732,1464,429.12,2018-09-24
204,38,Mamaearth Face Wash,Skincare,5,1077,5385,1035.07,2022-05-12
205,266,Plum Serum,Skincare,4,1272,5088,1625.94,2020-10-10
206,94,LOreal Shampoo,Haircare,1,1278,1278,363.37,2019-09-08
207,268,Maybelline Mascara,Makeup,2,722,1444,272.3,2020-11-12
208,292,Colorbar Eyeliner,Makeup,3,648,1944,303.83,2018-10-29
209,142,LOreal Shampoo,Haircare,3,537,1611,368.13,2018-01-13
210,248,Himalaya Face Pack,Skincare,1,964,964,121.51,2019-11-22
211,248,Himalaya Face Pack,Skincare,4,236,944,260.2,2019-09-15
212,37,Nykaa Nail Polish,Makeup,2,586,1172,351.37,2022-11-16
213,297,Mamaearth Face Wash,Skincare,3,416,1248,416.38,2019-09-28
214,134,Lakme Lipstick,Makeup,4,1479,5916,1056.66,2021-06-19
215,271,Plum Serum,Skincare,2,1355,2710,278.77,2021-06-28
216,93,LOreal Shampoo,Haircare,4,537,2148,344.02,2017-07-04
217,106,Nykaa Nail Polish,Makeup,2,1354,2708,501.48,2018-02-26
218,40,Biotique Cream,Skincare,5,1085,5425,763.68,2021-06-17
219,188,Biotique Cream,Skincare,3,1197,3591,904.56,2019-11-30
220,40,Maybelline Mascara,Makeup,1,619,619,143.36,2018-07-26
221,107,Biotique Cream,Skincare,3,586,1758,546.46,2021-09-27
222,239,LOreal Shampoo,Haircare,3,1067,3201,909.15,2017-09-06
223,232,Himalaya Face Pack,Skincare,5,1054,5270,1611.24,2021-02-24
224,180,LOreal Shampoo,Haircare,1,307,307,96.45,2021-02-12
225,198,Nykaa Nail Polish,Makeup,1,961,961,217.02,2021-04-13
226,138,Himalaya Face Pack,Skincare,3,757,2271,738.4,2020-05-13
227,58,Himalaya Face Pack,Skincare,2,581,1162,129.15,2022-02-08
228,113,Mamaearth Face Wash,Skincare,3,1332,3996,1081.17,2017-04-17
229,224,Minimalist Sunscreen,Skincare,4,1040,4160,896.03,2018-07-21
230,270,Himalaya Face Pack,Skincare,1,565,565,148.73,2017-12-15
231,209,Minimalist Sunscreen,Skincare,2,592,1184,124.85,2022-07-11
232,65,Plum Serum,Skincare,5,950,4750,1547.71,2021-04-02
233,102,Maybelline Mascara,Makeup,2,1425,2850,547.22,2017-09-23
234,239,Himalaya Face Pack,Skincare,5,547,2735,472.31,2021-01-05
235,223,Mamaearth Face Wash,Skincare,4,1083,4332,881.24,2020-01-31
236,191,Lakme Lipstick,Makeup,3,1044,3132,582.48,2022-04-03
237,61,Biotique Cream,Skincare,2,282,564,100.72,2020-12-09
238,210,Himalaya Face Pack,Skincare,4,766,3064,313.98,2018-12-22
239,67,Nykaa Nail Polish,Makeup,1,879,879,98.74,2020-08-29
240,162,Mamaearth Face Wash,Skincare,2,240,480,120.37,2022-07-23
241,59,Plum Serum,Skincare,1,552,552,60.47,2017-12-24
242,276,Mamaearth Face Wash,Skincare,3,623,1869,479.19,2022-02-16
243,31,Nykaa Nail Polish,Makeup,5,959,4795,1258.71,2022-01-19
244,2,Colorbar Eyeliner,Makeup,2,1138,2276,267.49,2022-07-18
245,115,Himalaya Face Pack,Skincare,5,255,1275,442.09,2018-12-19
246,148,Himalaya Face Pack,Skincare,1,1222,1222,329.24,2021-05-13
247,8,LOreal Shampoo,Haircare,1,1440,1440,166.88,2022-09-01
248,157,Plum Serum,Skincare,1,291,291,95.79,2017-12-02
249,197,Mamaearth Face Wash,Skincare,4,1248,4992,518.93,2022-11-08
250,28,Minimalist Sunscreen,Skincare,4,985,3940,673.9,2020-12-21
251,229,Maybelline Mascara,Makeup,4,1494,5976,1402.41,2019-04-20
252,90,LOreal Shampoo,Haircare,2,1149,2298,666.28,2022-08-14
253,36,Nykaa Nail Polish,Makeup,1,803,803,250.4,2017-10-22
254,94,Lakme Lipstick,Makeup,5,758,3790,1221.46,2022-07-24
255,24,Biotique Cream,Skincare,2,215,430,134.73,2018-06-04
256,183,Lakme Lipstick,Makeup,5,220,1100,201.59,2022-10-10
257,97,Maybelline Mascara,Makeup,5,919,4595,997.74,2020-01-09
258,67,Nykaa Nail Polish,Makeup,2,620,1240,158.74,2020-06-19
259,230,Himalaya Face Pack,Skincare,3,1331,3993,547.44,2019-07-15
260,47,Lakme Lipstick,Makeup,4,212,848,155.01,2020-09-09
261,295,Maybelline Mascara,Makeup,2,1388,2776,484.28,2022-12-14
262,175,Plum Serum,Skincare,2,1474,2948,837.26,2020-07-24
263,63,Plum Serum,Skincare,5,747,3735,452.92,2019-09-11
264,104,Colorbar Eyeliner,Makeup,1,837,837,232.89,2019-04-12
265,272,Biotique Cream,Skincare,1,607,607,155.78,2018-03-23
266,246,Himalaya Face Pack,Skincare,2,267,534,139.97,2021-05-20
267,257,Himalaya Face Pack,Skincare,2,1499,2998,449.69,2021-03-17
268,108,Biotique Cream,Skincare,2,1435,2870,622.99,2019-10-17
269,222,Maybelline Mascara,Makeup,3,776,2328,258.95,2021-12-10
270,275,Lakme Lipstick,Makeup,3,1339,4017,714.39,2017-02-04
271,165,Biotique Cream,Skincare,3,955,2865,613.36,2020-10-24
272,187,Lakme Lipstick,Makeup,2,1062,2124,366.34,2018-03-17
273,289,Himalaya Face Pack,Skincare,4,985,3940,774.76,2018-09-10
274,259,Maybelline Mascara,Makeup,5,202,1010,209.96,2021-04-14
275,238,Plum Serum,Skincare,4,1188,4752,1092.38,2019-05-01
276,201,Plum Serum,Skincare,3,1028,3084,1065.42,2021-03-23
277,73,Colorbar Eyeliner,Makeup,1,1138,1138,178.95,2018-08-23
278,204,Colorbar Eyeliner,Makeup,2,936,1872,373.11,2020-04-08
279,80,Colorbar Eyeliner,Makeup,5,525,2625,850.05,2019-06-30
280,134,LOreal Shampoo,Haircare,2,428,856,296.34,2021-02-24
281,98,Himalaya Face Pack,Skincare,1,1340,1340,149.52,2021-01-20
282,183,Mamaearth Face Wash,Skincare,4,999,3996,941.81,2017-06-16
283,203,Minimalist Sunscreen,Skincare,4,505,2020,650.22,2019-05-11
284,132,Plum Serum,Skincare,1,439,439,86.83,2018-08-25
285,212,Biotique Cream,Skincare,4,301,1204,199.21,2017-04-03
286,296,Himalaya Face Pack,Skincare,5,1461,7305,2131.43,2020-09-12
287,64,Lakme Lipstick,Makeup,2,1317,2634,600.82,2019-10-18
288,153,Lakme Lipstick,Makeup,4,302,1208,273.99,2021-03-31
289,203,Himalaya Face Pack,Skincare,5,683,3415,940.04,2018-04-29
290,250,Himalaya Face Pack,Skincare,4,1224,4896,1512.8,2020-07-20
291,199,Maybelline Mascara,Makeup,4,666,2664,318.9,2022-03-23
292,282,Mamaearth Face Wash,Skincare,1,1444,1444,480.85,2020-09-26
293,164,Nykaa Nail Polish,Makeup,3,1247,3741,977.98,2019-09-10
294,291,Mamaearth Face Wash,Skincare,5,577,2885,948.21,2022-09-04
295,148,Plum Serum,Skincare,4,235,940,237.39,2019-11-10
296,232,Colorbar Eyeliner,Makeup,5,297,1485,148.72,2018-03-28
297,282,Lakme Lipstick,Makeup,5,486,2430,810.31,2020-07-26
298,153,Lakme Lipstick,Makeup,1,1005,1005,127.71,2019-09-15
299,65,Nykaa Nail Polish,Makeup,4,1241,4964,512.08,2020-09-17
300,23,Mamaearth Face Wash,Skincare,4,200,800,246.91,2017-12-18
301,34,Lakme Lipstick,Makeup,5,719,3595,775.33,2018-04-14
302,190,Biotique Cream,Skincare,3,854,2562,574.22,2018-06-20
303,175,Minimalist Sunscreen,Skincare,5,1033,5165,1734.75,2021-03-31
304,270,Minimalist Sunscreen,Skincare,3,1369,4107,575.79,2019-08-04
305,87,LOreal Shampoo,Haircare,4,473,1892,195.13,2020-02-14
306,67,Lakme Lipstick,Makeup,3,1113,3339,707.43,2020-03-18
307,85,LOreal Shampoo,Haircare,3,1443,4329,881.05,2019-09-02
308,182,Maybelline Mascara,Makeup,2,1263,2526,552.7,2018-10-08
309,285,Lakme Lipstick,Makeup,1,1302,1302,217.72,2019-01-17
310,283,Plum Serum,Skincare,5,587,2935,675.22,2022-04-07
311,220,Minimalist Sunscreen,Skincare,1,976,976,330.27,2017-05-05
312,49,Himalaya Face Pack,Skincare,4,839,3356,577.16,2021-06-23
313,121,Plum Serum,Skincare,5,451,2255,705.93,2022-08-17
314,241,Nykaa Nail Polish,Makeup,1,400,400,112.6,2018-05-08
315,270,Maybelline Mascara,Makeup,2,936,1872,377.42,2017-04-12
316,64,Colorbar Eyeliner,Makeup,2,1124,2248,236.61,2020-03-28
317,144,Plum Serum,Skincare,2,1441,2882,575.1,2019-05-30
318,180,Lakme Lipstick,Makeup,3,1245,3735,1246.22,2017-06-19
319,52,LOreal Shampoo,Haircare,5,947,4735,1250.1,2017-11-22
320,266,Colorbar Eyeliner,Makeup,5,1199,5995,1575.39,2021-09-29
321,262,Lakme Lipstick,Makeup,5,558,2790,432.76,2018-11-08
322,225,Plum Serum,Skincare,5,1044,5220,1041.87,2019-11-17
323,244,Mamaearth Face Wash,Skincare,2,202,404,97.64,2019-12-31
324,268,LOreal Shampoo,Haircare,4,1283,5132,1765.72,2018-03-30
325,82,Biotique Cream,Skincare,1,602,602,104.99,2017-01-07
326,95,Biotique Cream,Skincare,3,1375,4125,461.4,2017-11-11
327,68,Nykaa Nail Polish,Makeup,5,984,4920,526.38,2019-08-29
328,207,Maybelline Mascara,Makeup,3,1121,3363,444.17,2019-12-09
329,156,Plum Serum,Skincare,2,1229,2458,480.39,2020-01-30
330,223,Maybelline Mascara,Makeup,1,1486,1486,519.19,2018-12-30
331,162,Biotique Cream,Skincare,4,1001,4004,757.32,2017-10-21
332,148,Plum Serum,Skincare,4,1325,5300,1216.19,2018-01-20
333,64,Nykaa Nail Polish,Makeup,1,1204,1204,397.42,2020-05-04
334,22,Lakme Lipstick,Makeup,1,553,553,123.92,2017-09-07
335,33,Minimalist Sunscreen,Skincare,3,518,1554,180.75,2019-04-26
336,156,Biotique Cream,Skincare,4,296,1184,126.17,2019-12-25
337,92,Lakme Lipstick,Makeup,2,234,468,57.62,2022-12-12
338,207,Maybelline Mascara,Makeup,3,790,2370,712.21,2022-06-28
339,17,LOreal Shampoo,Haircare,3,278,834,90.81,2020-11-07
340,201,LOreal Shampoo,Haircare,3,849,2547,713.37,2017-08-19
341,221,Nykaa Nail Polish,Makeup,5,1284,6420,1709.51,2019-01-28
342,69,Mamaearth Face Wash,Skincare,1,1208,1208,326.44,2019-10-31
343,269,Lakme Lipstick,Makeup,3,1401,4203,443.23,2022-07-09
344,58,Maybelline Mascara,Makeup,1,1392,1392,437.31,2021-07-20
345,282,Mamaearth Face Wash,Skincare,4,457,1828,288.72,2020-06-27
346,77,Mamaearth Face Wash,Skincare,3,1491,4473,1435.25,2021-08-05
347,139,Biotique Cream,Skincare,5,518,2590,260.71,2017-04-20
348,89,Nykaa Nail Polish,Makeup,1,230,230,39.84,2021-01-12
349,282,Colorbar Eyeliner,Makeup,2,406,812,251.32,2020-09-07
350,213,Himalaya Face Pack,Skincare,3,1216,3648,583.48,2017-09-28
351,200,Biotique Cream,Skincare,5,851,4255,798.69,2022-03-20
352,97,Nykaa Nail Polish,Makeup,3,829,2487,559.18,2020-11-27
353,23,Maybelline Mascara,Makeup,3,361,1083,279.04,2021-01-25
354,229,Biotique Cream,Skincare,1,1256,1256,329.91,2021-12-03
355,24,Colorbar Eyeliner,Makeup,3,635,1905,537.05,2018-02-12
356,77,Nykaa Nail Polish,Makeup,3,1339,4017,1069.72,2020-08-23
357,39,Mamaearth Face Wash,Skincare,1,1385,1385,292.34,2021-11-19
358,263,Lakme Lipstick,Makeup,4,1359,5436,800.4,2019-04-02
359,205,Mamaearth Face Wash,Skincare,2,1185,2370,478.6,2021-10-02
360,157,LOreal Shampoo,Haircare,2,859,1718,424.01,2018-10-18
361,299,LOreal Shampoo,Haircare,4,1142,4568,1337.97,2019-11-23
362,288,Plum Serum,Skincare,4,366,1464,409.63,2018-06-01
363,18,Himalaya Face Pack,Skincare,4,1349,5396,1569.78,2018-07-20
364,186,Biotique Cream,Skincare,4,1266,5064,1188.22,2021-07-19
365,286,Colorbar Eyeliner,Makeup,4,576,2304,688.82,2018-01-06
366,152,Colorbar Eyeliner,Makeup,3,399,1197,370.81,2020-12-02
367,114,Mamaearth Face Wash,Skincare,4,830,3320,376.86,2020-11-30
368,238,Maybelline Mascara,Makeup,3,544,1632,529.97,2021-01-31
369,125,Minimalist Sunscreen,Skincare,5,851,4255,1281.55,2017-03-30
